viewer_uid,age,sex,age_class
10452,31,male,2
53443,10,female,0
36873,37,female,1
24238,58,female,1
30394,55,female,0
42699,33,male,3
41282,26,female,0
48126,47,female,3
52460,59,male,1
837,27,female,0
22029,45,female,0
25337,57,male,0
737,16,female,1
17673,31,female,2
56962,51,female,2
3545,48,male,3
55297,46,male,2
19632,24,female,2
25936,18,female,2
9817,16,female,0
34078,17,female,3
2223,46,female,1
23126,30,female,3
43098,11,female,1
52200,17,female,3
45335,16,male,1
8285,13,female,2
37773,18,male,3
32072,42,female,2
41917,45,female,1
58484,36,male,2
42695,49,female,2
3765,11,female,1
54234,54,male,1
42322,38,male,0
48354,31,female,3
49331,16,female,3
35356,60,female,0
34639,37,male,0
20090,55,female,1
47495,41,male,2
11193,27,female,0
17162,37,male,3
40142,44,male,3
58495,47,female,1
53702,15,male,0
46135,24,male,0
59351,54,female,3
5819,53,male,1
6421,36,male,1
43263,41,female,1
6926,10,male,3
23532,28,female,0
15521,19,male,1
10395,33,male,1
21706,48,female,0
24522,60,female,0
31175,25,male,2
36378,41,male,0
37099,49,male,0
45386,12,male,0
54207,57,female,3
30057,38,female,2
13447,48,male,2
54694,10,female,1
14177,12,female,3
18505,49,female,2
39634,43,male,1
40893,29,male,3
59804,43,female,0
26769,10,male,1
16241,38,female,0
35403,15,male,2
17905,31,male,3
2876,30,male,3
44853,48,male,3
57914,23,male,3
35913,47,male,3
39574,36,female,3
46605,34,male,3
4595,27,male,1
16082,10,male,2
35404,56,male,1
9352,42,male,3
49429,10,female,1
28974,42,male,3
34353,50,male,0
47002,44,female,2
21711,29,male,3
2093,24,female,3
50128,26,female,0
35228,29,male,3
30081,35,female,2
32087,33,male,0
4380,24,female,2
57453,43,female,1
24141,47,female,3
50515,22,male,0
48962,56,female,0
46312,12,male,1
19595,42,female,2
23430,12,female,2
23923,44,female,3
49502,42,female,2
52345,29,female,1
27943,50,male,3
2123,14,female,3
19035,32,male,1
31154,60,male,3
44171,34,male,2
56439,21,female,2
36853,30,male,3
19855,24,female,3
18016,13,male,3
4433,16,male,3
11403,54,male,2
45508,57,male,0
6197,41,male,2
18347,31,female,3
23940,59,female,2
15986,26,female,3
7769,51,male,3
28899,26,male,0
35251,34,male,2
46830,11,male,3
30918,53,female,1
49168,58,male,3
29319,11,male,1
7094,27,male,0
59366,39,female,3
21315,44,male,3
45595,59,male,0
58972,59,male,1
1377,44,female,0
54302,53,male,2
23581,29,female,2
51499,56,male,1
28882,33,female,2
30762,31,male,0
49438,26,male,2
17166,59,female,2
16565,44,female,0
4224,25,female,3
20616,21,male,0
22009,39,male,3
39707,18,male,0
56935,22,female,2
47631,48,male,2
42580,35,female,2
4095,16,female,2
51188,52,female,3
5855,24,female,3
23130,23,female,3
18311,51,male,0
51251,32,female,3
34975,25,male,3
4614,27,female,3
26851,42,female,1
22817,57,female,3
59330,32,male,1
794,58,male,0
31705,28,female,3
56556,33,female,3
46677,44,male,2
58610,39,female,3
35600,35,female,2
51642,22,female,1
46155,32,male,0
28032,44,female,1
50497,30,female,1
59264,48,female,1
40995,13,female,1
24210,31,male,0
38408,12,female,0
12883,43,female,0
3912,52,female,3
46474,13,male,1
53359,12,female,1
18478,23,male,2
43928,58,male,1
51705,15,male,1
2805,54,male,3
10102,39,female,3
43125,48,male,3
7088,18,male,3
53456,22,female,3
4332,10,female,3
17467,47,male,1
53026,48,male,3
5229,19,female,3
31141,35,female,2
8926,46,male,2
50731,57,male,3
48096,59,male,2
59679,58,female,3
19541,10,male,0
39186,36,male,1
51790,48,male,2
13604,21,female,1
7274,21,female,3
22665,55,female,1
31118,35,male,1
44093,38,male,0
23428,47,male,2
45893,36,female,0
52510,34,female,2
22602,22,female,0
35090,56,female,3
15569,37,male,1
44871,25,male,3
16648,40,male,0
25850,48,male,2
51450,38,female,0
19705,16,male,2
52203,33,female,1
17204,20,female,2
13541,37,female,1
56153,47,female,3
32211,26,male,0
29245,25,male,2
9485,26,male,1
6179,28,female,1
34006,13,female,2
25023,55,male,3
53797,50,female,3
51641,53,female,2
36363,43,male,3
35651,31,female,2
49170,24,male,3
40474,18,female,3
53796,44,female,3
6314,25,male,3
52307,38,male,3
38870,24,male,3
28195,31,female,0
15499,18,female,3
4828,15,male,0
1886,28,male,1
24732,11,male,3
49920,50,female,3
15525,32,male,3
9386,23,female,0
51139,46,female,3
43055,55,male,3
10533,38,male,0
49984,21,female,0
45215,32,female,0
27135,49,female,2
49095,27,male,0
28080,10,male,3
42148,12,male,1
19284,23,male,0
34605,43,male,0
41381,49,female,3
6809,13,male,3
24319,42,male,3
35566,17,male,3
9249,56,male,2
47290,39,female,2
41426,60,female,3
12814,54,male,0
56781,12,male,1
15581,21,female,2
53556,50,female,1
16191,46,male,2
47854,34,female,2
17039,27,male,1
36054,12,male,2
53114,44,male,2
4719,56,female,3
22850,16,male,0
8057,58,female,1
26882,27,male,3
2095,52,male,1
33037,36,female,1
53268,16,female,3
54018,39,male,0
29696,46,male,0
32464,43,female,0
55333,14,male,0
29606,39,female,3
13479,23,male,0
43136,18,male,2
52188,50,male,2
53880,56,female,3
50005,42,male,1
37655,16,female,0
53072,41,female,0
1180,16,male,2
37588,20,female,3
48412,48,male,1
7342,60,male,1
13016,41,female,1
30245,48,female,0
43980,21,male,3
31693,32,male,2
7527,51,male,3
33294,43,female,2
2884,11,male,0
20818,20,male,3
45650,48,female,3
14287,47,female,0
15552,33,female,2
31927,23,male,0
33975,55,female,2
49010,16,male,2
25700,58,male,0
28552,10,male,0
46040,59,male,1
53714,55,male,3
53205,30,male,3
30909,58,female,0
53321,30,male,3
40175,18,male,3
50102,56,male,2
19793,12,female,2
55109,30,female,2
1587,42,male,3
15758,58,male,3
59630,44,female,2
54459,36,female,3
1416,17,male,3
190,55,female,3
57502,57,male,3
13241,34,male,1
58570,57,male,2
57266,32,male,3
34742,59,male,1
16294,26,female,1
16777,43,female,1
28264,35,female,0
11518,55,female,0
27273,21,female,3
43240,53,female,1
16883,49,male,1
29808,24,male,2
48793,19,male,2
52817,31,female,2
5609,46,male,1
50021,50,female,3
31240,42,female,2
34700,51,female,3
26521,50,female,2
49857,47,female,3
41218,20,female,3
4690,16,female,1
58838,47,female,3
45127,13,female,0
38328,22,female,1
5559,20,male,1
42422,41,male,3
35386,40,male,3
6801,16,female,2
36756,28,male,1
49955,57,female,2
1648,44,female,0
12781,33,male,3
25753,26,female,3
1795,15,female,0
53677,26,male,0
17598,58,female,2
38510,59,female,0
51486,20,male,3
10989,27,female,3
55361,44,male,0
50766,29,female,2
30602,14,female,1
54339,33,female,3
12423,53,female,0
55336,57,male,3
3708,56,female,2
12377,24,male,0
2414,57,female,1
40660,18,male,2
42743,42,female,0
4408,47,male,3
20355,22,female,0
7513,55,male,0
6376,20,female,3
40154,49,female,2
31925,25,female,3
5573,16,female,2
20481,27,male,3
55359,38,male,3
27076,51,male,1
58110,33,female,3
56933,58,female,3
27439,26,male,3
11058,43,female,2
24448,32,male,3
33799,10,male,3
29182,42,male,3
56851,24,female,2
23727,17,female,2
17884,16,male,0
46144,24,female,3
54883,26,male,2
23456,57,male,3
56247,54,female,0
43482,54,male,2
16779,50,male,0
9223,37,male,2
11789,47,female,2
50364,26,female,3
4649,37,male,1
19654,31,male,2
45493,27,female,3
48081,18,female,1
14534,52,male,3
30823,42,female,0
18040,20,female,3
13280,21,male,0
52974,44,male,3
27112,46,female,2
3484,21,male,3
37203,30,male,0
37484,47,male,3
28829,17,female,3
59014,27,female,1
10762,58,male,1
10924,16,male,0
52056,60,female,3
48401,31,male,3
45254,13,female,2
6073,19,female,2
18517,14,female,3
52161,28,female,0
39282,30,male,2
10876,34,female,3
37364,37,female,1
52273,16,female,3
14964,57,female,2
35950,59,male,2
15966,45,female,1
53487,30,female,3
42283,18,male,3
47398,17,female,3
5665,15,male,3
56351,11,female,2
9755,53,male,1
31120,29,male,0
55685,19,male,3
54342,43,female,2
48613,30,female,3
34028,59,male,2
22676,58,female,3
56279,35,female,1
48079,51,female,3
25713,49,female,3
32505,37,female,1
6476,39,male,3
15620,52,female,1
24643,37,male,3
40877,11,male,1
32517,20,male,3
20356,21,male,0
4826,19,female,1
13216,34,female,2
13416,59,female,1
28199,58,male,0
5788,55,female,1
4270,52,male,3
54819,29,male,3
41048,42,female,3
4821,51,male,1
56012,53,male,2
53470,57,female,1
54562,21,male,3
49575,28,male,2
59275,49,female,2
26108,57,male,2
29322,40,male,1
49999,17,male,0
51219,14,male,0
41941,41,male,0
34935,39,female,0
18375,47,female,2
46407,42,male,0
45505,31,male,0
39275,11,male,2
50941,18,female,0
18468,26,female,3
26723,20,male,1
43692,44,male,1
21144,33,female,2
31656,39,female,0
41772,10,male,3
2573,16,female,3
45966,19,female,2
32973,10,female,3
37143,60,female,0
47363,18,male,1
25084,23,female,0
43039,18,female,2
10923,11,female,3
20533,35,male,0
5626,17,female,3
55384,18,male,1
52326,18,male,1
17368,53,female,3
57548,60,male,3
33938,56,male,1
47467,22,male,2
14105,38,male,3
23147,32,female,1
32216,45,male,2
36074,17,male,2
35494,31,male,2
6827,60,male,2
32921,59,male,3
55939,33,female,3
50152,43,male,1
46422,40,male,2
17138,24,female,2
44426,58,male,2
25788,26,male,1
14533,29,female,3
31794,43,male,3
59415,26,male,3
25554,21,male,3
40920,25,male,3
1857,25,male,0
53003,32,female,2
14372,43,female,3
32539,13,female,3
38396,56,male,3
19782,51,male,1
13183,46,female,1
16371,19,male,0
46763,27,female,3
38246,52,female,3
35089,44,female,2
17606,26,female,3
879,17,male,3
2877,53,female,3
37213,31,female,3
2275,48,male,0
3495,24,female,2
3437,58,female,3
11431,37,female,2
16939,10,female,2
37663,11,female,3
54466,24,male,3
20330,26,female,2
46529,55,male,1
4746,25,female,2
45119,24,female,2
2727,16,male,3
43335,14,male,3
56198,29,male,2
5616,35,female,3
13470,14,female,3
24675,51,male,2
20250,58,male,1
59277,46,male,0
24312,20,female,2
47966,35,female,1
25702,29,male,2
22875,34,female,2
8967,17,male,1
41697,54,male,3
28814,13,female,1
2033,10,male,3
45198,38,male,2
18078,27,female,0
43292,20,male,3
51025,58,male,3
30678,40,female,2
20805,11,female,3
22299,12,female,0
45206,49,male,0
58265,54,female,1
21685,19,male,3
39944,53,male,1
58726,10,female,3
3506,59,male,0
24494,11,male,2
28518,29,female,1
38167,55,male,1
26211,50,male,0
31892,44,female,1
4685,25,male,0
23422,43,female,2
25994,20,male,2
17829,25,male,1
19134,30,female,0
11780,21,female,1
43190,11,female,0
15847,13,female,3
37450,31,female,3
49108,53,male,3
49378,46,female,0
47626,30,female,1
36724,21,female,3
26779,50,male,1
12322,12,male,1
29944,49,female,3
26747,12,male,2
13277,30,male,3
12179,20,male,3
2126,57,female,3
32661,41,male,1
1455,12,female,0
6767,28,male,0
46224,42,male,0
26248,47,male,3
33354,11,female,3
20869,22,male,2
18796,18,male,1
41844,54,male,1
13509,60,female,3
11107,27,male,2
28497,32,male,1
25082,56,male,2
9053,38,female,3
55308,22,female,2
54627,23,male,1
31997,17,female,2
34114,51,male,0
19399,48,male,3
34066,47,female,3
36806,54,male,3
33767,41,male,0
12613,21,male,2
41572,59,female,2
11852,53,female,0
42686,40,female,3
18548,26,female,2
28919,22,female,3
35210,29,male,3
49674,15,male,1
47751,13,male,3
48556,11,female,3
7061,58,male,2
35439,20,female,3
27955,23,female,1
55112,41,male,3
41629,42,male,1
24378,33,female,2
46941,37,female,2
52336,33,female,1
49971,45,female,1
20399,56,male,3
4003,46,female,1
46376,35,female,3
40267,17,female,3
23904,23,male,2
41899,15,female,3
2545,48,male,3
13576,58,male,1
52129,39,male,3
50413,29,male,3
47771,14,female,2
50155,46,male,0
57559,52,female,1
56966,38,female,3
50535,60,male,0
18386,16,female,3
36663,15,male,3
12582,34,male,3
53421,25,female,2
19276,50,female,2
32886,55,male,0
59361,29,male,3
458,21,female,0
29135,60,male,3
28860,35,male,0
44081,32,female,2
15935,50,female,0
2280,60,male,3
25933,39,male,1
57037,42,female,0
6963,18,male,0
25428,36,male,1
54160,42,female,3
52070,25,male,3
22517,27,male,1
32279,56,female,3
3984,10,female,3
19088,13,male,2
56423,48,female,2
13920,53,female,3
28887,45,female,2
29537,47,female,3
56512,48,male,1
3019,20,female,3
37291,25,male,1
15579,52,female,3
46712,37,male,2
9559,14,female,3
50230,56,female,1
26229,53,male,0
2433,26,male,1
10735,30,male,0
33380,12,male,0
54465,24,male,3
53653,36,male,3
27117,32,male,0
6109,43,male,3
27692,29,female,2
2112,32,male,1
4739,51,male,2
44536,48,female,2
22960,14,male,3
27844,57,male,3
12840,41,female,3
31230,57,female,3
29252,56,female,0
34984,18,male,0
53370,17,male,3
39203,27,female,0
17867,25,male,0
59864,47,male,1
22514,17,female,2
32596,58,female,3
25971,22,female,1
7926,21,female,3
37362,29,male,3
48171,24,male,3
59975,59,male,3
58943,30,female,3
27606,26,female,1
7071,12,female,3
51117,52,male,1
9725,27,female,3
55238,29,male,3
16126,11,female,0
106,25,female,3
12056,43,male,2
47637,12,female,2
46125,56,female,3
36622,31,female,1
16599,50,male,0
16788,12,male,0
12160,36,female,2
35573,10,male,0
2430,60,female,3
27712,53,female,0
708,56,male,0
43009,12,male,0
26593,13,female,2
29947,58,female,3
42370,50,female,3
49239,35,male,1
13980,58,male,3
27909,19,male,3
46879,28,male,1
33845,46,female,1
21528,38,male,3
14080,16,female,2
34961,56,female,0
15570,41,female,3
36624,41,male,3
56732,26,female,3
40077,23,female,2
8982,58,male,0
26807,46,male,1
43228,36,female,1
52924,30,male,3
30834,58,male,0
10171,28,male,2
4872,26,female,0
29452,29,male,3
50395,60,female,0
26479,44,male,0
34283,27,male,3
29638,59,male,0
5668,25,male,0
51548,50,female,3
11432,49,female,3
51308,12,male,0
14325,40,female,0
2242,34,male,1
15704,31,male,2
35817,57,male,2
26242,40,male,2
58665,39,female,0
27123,22,male,2
10561,37,female,0
19076,58,female,2
37243,21,male,3
3147,22,male,0
26071,13,male,1
52282,12,male,3
11085,42,male,3
33468,30,female,3
5666,35,female,3
41569,52,female,1
39652,15,female,3
28169,15,female,3
17735,14,male,1
58656,38,female,3
23057,38,male,3
39948,21,female,3
52543,55,male,2
111,46,female,1
27233,25,female,1
21118,59,male,3
35322,29,female,3
34846,30,male,2
21811,35,female,3
183,12,male,3
22856,28,male,2
56295,54,female,3
38012,49,female,1
49193,54,male,0
33483,58,male,2
24360,40,male,2
54090,44,female,0
22436,52,female,3
31673,28,female,0
10953,28,male,2
12927,38,female,0
25231,17,male,2
38846,51,female,3
52709,40,male,2
18100,58,male,1
1277,31,male,1
32498,40,female,3
45882,40,male,3
33548,15,female,1
22613,56,male,3
37183,46,male,2
22246,19,male,2
33801,38,male,0
32025,45,female,3
8909,59,male,2
44355,57,female,0
51685,34,male,3
44837,20,male,3
18854,22,female,2
1464,14,male,3
58468,50,male,1
37724,60,male,0
1408,39,female,2
28573,39,male,3
572,40,male,1
3287,17,female,3
7828,19,female,3
47863,48,male,0
3720,28,male,0
19132,37,female,0
35101,26,male,3
27480,18,male,3
58627,44,male,3
48951,36,male,3
4589,12,male,0
57336,51,male,1
33236,13,female,3
8566,40,female,0
31279,24,female,2
12314,15,female,2
10843,58,female,3
50050,46,female,3
1080,19,female,3
14184,10,female,1
22220,20,male,0
46146,26,male,0
40422,41,female,3
5797,39,female,0
11430,16,male,3
16963,33,male,3
48159,14,male,1
15566,25,male,3
54108,42,female,1
12451,60,male,2
15709,19,male,0
13891,39,female,2
48628,58,male,2
30884,16,male,3
16616,17,female,3
52533,42,female,0
31638,13,female,1
52018,50,male,3
38916,27,female,0
52011,57,female,3
33274,42,female,1
51336,30,female,1
43575,49,female,0
12255,13,male,0
44023,45,male,1
3501,29,male,3
47948,60,female,0
27714,42,male,2
25956,40,male,2
52185,47,male,3
12945,15,female,3
11003,52,female,3
37304,42,female,1
37673,18,female,3
56445,17,female,0
16517,25,female,0
30946,11,female,3
48674,49,female,1
42041,30,female,3
18180,36,female,3
19161,48,female,2
4337,32,male,1
9273,12,male,3
48787,24,female,0
4030,37,male,0
59310,10,male,3
40675,43,male,1
16406,17,female,3
54545,25,male,2
31938,43,male,1
42371,46,male,3
37721,37,male,0
36817,49,female,3
6774,24,male,1
52002,22,female,0
15928,58,female,0
8561,49,female,3
2646,40,female,3
26611,51,male,1
30766,14,female,3
7531,48,male,1
31611,40,male,0
51239,41,female,0
20212,20,female,1
6785,49,female,0
33769,37,female,3
53200,38,male,2
17354,52,female,3
35814,31,male,0
1018,36,female,1
32148,24,female,1
36010,53,male,3
30969,21,female,2
44334,47,male,3
6996,60,male,2
4434,46,female,3
6075,30,male,2
44493,57,female,3
39611,23,male,2
36472,32,female,3
18756,56,female,3
19796,36,male,2
5260,60,male,1
21418,22,female,0
35867,52,female,2
16596,14,male,2
52883,20,male,2
16948,46,female,2
32399,36,female,1
44509,44,female,3
38070,13,female,0
22637,45,female,3
53151,35,male,2
17932,19,female,1
42828,35,male,2
30423,59,female,0
8468,24,female,3
56819,19,female,0
35490,18,female,3
57046,16,female,2
46280,19,female,1
8389,38,female,3
40697,16,female,3
26848,28,male,1
19874,25,male,0
4585,10,male,3
11113,41,female,3
40403,25,female,0
594,31,female,2
40514,22,male,2
46604,45,female,0
33163,23,male,3
31424,25,male,1
16570,38,female,3
56743,28,female,3
38415,20,female,2
26390,36,male,2
21604,59,male,3
47256,27,male,1
15497,27,female,3
12433,29,male,0
20234,50,male,3
59368,50,female,2
24780,40,female,0
51573,37,female,3
15631,12,female,0
14708,12,female,3
57094,12,female,3
492,32,male,0
8676,31,male,0
51592,15,male,0
33486,39,male,2
31916,54,male,2
58102,60,female,3
30309,49,male,3
20528,24,male,2
58207,29,male,0
29104,19,female,0
59921,20,male,1
22797,20,male,0
33569,29,male,1
9839,30,male,3
26244,10,female,2
52801,30,male,3
4822,15,female,3
14696,18,female,3
51423,15,male,2
50593,24,male,3
33696,26,male,2
31877,44,female,0
38539,28,male,3
52879,26,male,0
27056,38,female,0
53679,44,female,1
8262,34,female,0
35571,55,female,2
25912,38,female,0
57162,58,female,0
45540,10,female,3
17750,24,female,0
12754,49,female,0
17404,16,female,3
10789,56,female,0
40991,29,male,0
25365,54,male,1
19490,12,male,3
4948,36,female,0
24781,41,female,1
46311,30,male,3
42970,27,male,0
7750,42,female,1
31077,21,male,1
44897,12,male,3
19868,36,female,2
51559,39,male,3
19008,51,male,1
51079,11,male,3
14027,52,female,0
26661,33,male,3
14040,48,male,2
57514,29,male,3
43768,60,female,3
46217,30,female,2
27193,26,female,0
54722,21,male,0
57662,41,female,1
4281,45,male,3
45498,50,male,3
6130,24,male,0
15012,17,male,3
14135,32,female,1
50194,26,male,3
38600,60,male,3
37342,39,male,3
12060,37,male,1
47179,27,male,0
7711,57,male,1
56129,24,female,1
43094,42,female,2
59702,48,male,2
17073,10,female,1
5135,21,female,0
52498,18,male,1
47942,36,female,3
48395,22,male,3
24635,38,female,1
3761,41,male,0
20643,39,female,0
8286,57,female,0
16075,46,female,1
34314,34,male,3
6636,41,male,0
36137,13,male,2
7325,44,male,0
40722,46,female,0
47006,18,male,3
39373,55,female,2
29974,42,male,2
15828,29,male,0
25525,42,female,1
14423,57,male,0
54078,39,female,3
41378,41,male,3
22764,27,female,3
45619,24,female,3
16724,19,male,3
30545,19,female,3
12601,58,female,3
30146,17,male,3
20804,34,female,3
50517,21,female,0
18236,15,male,0
1597,32,female,3
50283,51,male,1
14295,48,male,3
53534,23,female,1
40539,42,female,3
50182,50,male,1
47038,44,male,2
10666,43,male,1
26364,11,female,0
10469,39,male,3
48908,51,male,3
37320,20,male,1
7561,35,male,3
36184,22,female,3
32650,47,male,3
17426,58,male,1
44718,45,female,0
45464,55,male,0
50441,24,male,0
32597,33,male,3
2808,59,female,1
15452,10,female,2
53094,44,male,2
47453,25,female,0
50942,14,male,0
49612,43,male,2
24501,45,male,3
38941,11,female,0
41751,56,female,1
7129,26,female,3
24489,25,male,0
58015,20,male,3
31238,28,male,0
22935,11,female,3
36729,51,female,3
8852,60,female,1
34375,12,female,3
10719,26,female,1
27931,53,male,0
36851,24,male,3
51097,38,male,3
13740,29,male,0
35085,36,female,2
49846,35,male,3
51458,23,female,0
37014,37,male,2
58765,12,male,1
142,38,male,2
54957,42,female,3
11055,48,female,2
47201,43,female,1
21961,25,female,0
22837,38,female,3
10338,13,male,0
38484,58,female,3
1923,57,male,3
59681,30,male,2
41683,25,female,1
12327,55,male,2
52870,52,female,3
542,27,male,3
50193,16,male,3
13628,40,female,3
33778,34,male,3
35766,36,male,3
9281,52,female,3
47672,44,male,1
39573,37,female,3
17922,28,male,3
19301,51,female,3
56762,50,male,3
2673,44,male,2
46357,57,male,3
42934,28,female,0
24194,33,male,3
51934,41,male,3
39701,25,male,0
22303,30,male,0
6111,19,female,3
7525,27,male,1
44501,22,female,1
53756,50,male,0
34995,57,male,0
15260,36,male,0
13798,52,male,1
20259,37,male,1
45407,11,male,0
46239,11,female,0
39430,20,female,3
18231,24,female,1
12158,25,female,0
22386,59,male,0
19093,47,male,3
5841,60,male,3
35715,43,male,0
31036,30,male,0
334,53,male,3
3166,40,female,3
390,24,male,2
4101,14,male,3
24694,32,female,2
42892,52,female,0
19927,19,female,2
16735,47,female,3
13969,23,male,0
57035,18,female,2
41112,56,male,1
17472,43,male,2
29717,12,male,1
52604,28,male,2
51963,24,female,1
9882,29,female,3
14164,21,female,0
20669,16,male,0
16212,17,male,3
34198,30,female,0
26005,13,male,0
2108,41,male,2
46483,15,female,1
45834,39,male,1
57779,17,female,1
13921,56,female,3
41364,36,female,3
28540,59,female,2
13616,13,female,3
10166,39,male,3
45458,43,male,1
96,55,female,3
17302,37,female,3
13185,10,female,0
51283,50,female,1
26783,35,female,2
23556,28,female,3
19602,23,male,0
55941,53,female,3
20923,12,female,1
20070,45,male,1
52624,50,female,3
17937,42,female,3
32544,32,male,2
49036,53,male,1
19625,20,male,0
30830,39,female,0
51091,31,male,3
9855,56,female,2
40824,25,female,3
17168,43,male,1
39663,39,female,1
17086,13,male,3
14050,22,male,0
5187,26,female,3
26912,57,male,2
19071,52,female,3
47362,28,male,0
24674,47,male,0
53994,54,female,0
32546,26,male,0
56914,54,male,1
50483,43,male,1
8321,10,female,0
59495,60,female,1
24869,34,female,0
11802,41,male,0
1905,45,male,3
23080,60,male,3
9630,40,male,2
20313,30,female,3
43484,21,male,3
38399,53,male,3
15346,34,female,3
17225,18,female,2
29701,56,female,2
29559,54,female,3
2603,14,male,2
59931,45,female,2
32219,30,female,2
20810,32,female,3
46424,19,female,2
10448,53,male,3
33359,13,female,2
40459,59,male,1
18295,16,male,3
23855,39,female,1
23809,24,female,0
47822,31,male,3
5145,50,male,1
39498,33,male,3
10786,37,male,0
53958,47,male,3
43700,58,female,3
20048,42,male,0
24385,48,female,2
12874,47,male,1
38375,29,female,3
36713,22,male,3
24067,60,female,2
39049,58,male,3
11752,39,male,3
56200,31,male,3
49272,36,female,1
40384,39,female,3
2728,18,female,1
16922,45,female,3
56222,41,male,2
53694,56,female,0
45870,53,male,0
4761,21,male,3
17469,20,female,3
10066,55,male,2
53061,57,female,0
30800,13,female,1
44992,10,male,2
25351,12,female,3
5739,19,male,1
2825,51,female,2
22199,12,female,3
52673,52,female,0
32723,47,female,0
5162,41,male,1
17688,38,female,3
2473,36,male,2
54816,60,female,1
6222,38,female,0
6362,57,female,3
22932,56,male,1
21416,43,female,0
49632,11,male,0
15009,39,female,3
33684,57,male,3
59646,20,female,3
672,39,male,2
25783,26,male,3
46998,28,female,3
2097,46,female,2
29663,33,male,3
38692,37,female,2
29058,11,male,3
32344,30,male,3
48427,27,female,3
42128,55,female,2
23112,31,female,2
15519,34,male,1
58124,15,female,1
31390,10,male,3
26980,33,male,0
1050,23,female,0
11345,15,female,0
51550,50,male,0
43301,34,female,1
59137,37,female,2
42126,35,male,0
41104,51,female,0
7610,16,female,1
37916,31,female,3
55756,19,female,3
36470,33,male,2
12263,54,female,2
4280,43,female,0
52892,50,female,3
56853,46,female,3
1553,47,female,2
26330,19,male,1
2655,31,male,1
34243,59,male,3
9666,53,male,2
2695,56,male,0
42540,33,male,0
34033,37,female,1
49562,42,male,3
45318,55,male,0
32438,52,female,2
17970,10,male,3
31076,51,female,3
25622,39,male,2
2341,25,male,3
44424,25,male,0
3603,17,female,1
46261,32,female,2
22781,60,male,0
10536,34,male,2
22196,10,male,3
12772,49,female,3
19546,34,female,1
57477,42,male,3
58529,11,female,3
54654,15,female,3
3741,35,male,0
39237,56,male,2
54066,18,female,1
41619,26,female,2
32118,44,male,0
6364,53,male,3
21412,14,female,2
36605,37,female,3
15000,15,male,1
28894,51,female,0
2024,59,female,0
27611,26,male,0
44561,27,male,0
1318,49,female,1
29420,59,male,3
33207,34,male,1
54159,60,male,3
40835,40,female,3
23925,10,male,2
17347,49,male,0
57439,34,male,0
54831,28,female,2
45772,51,male,0
47302,50,female,1
3069,34,male,2
30722,53,male,3
45571,54,male,0
56118,33,female,3
39628,29,female,3
46463,27,female,2
21869,17,female,3
47375,58,male,1
35983,60,male,0
40167,25,female,1
53097,32,female,2
18023,41,female,2
23616,36,female,1
24280,40,female,3
1615,13,female,2
38995,56,female,0
4389,25,female,0
46140,49,female,1
13304,26,female,1
34207,35,male,2
57615,54,female,0
2164,26,female,2
16008,47,male,3
46691,11,male,2
28532,41,female,3
15825,37,male,3
47712,49,male,3
32771,16,female,3
521,35,male,3
25257,38,female,1
28457,25,male,1
13017,11,female,0
11844,43,female,0
18455,52,male,2
29958,35,female,3
58472,10,female,0
45750,31,female,2
38816,57,female,0
39985,54,male,2
39266,20,male,1
47732,19,male,3
51040,56,female,1
10260,18,female,2
37373,28,female,0
27603,33,female,3
24636,26,female,3
50756,23,female,1
45275,24,male,3
42495,50,male,1
31266,48,female,2
49383,60,male,1
43029,55,male,3
9678,11,male,1
53583,47,male,2
16762,45,male,3
42985,46,male,1
55751,31,male,2
47815,35,female,0
34867,16,male,0
13296,23,female,2
56354,26,female,1
32809,16,female,0
8352,30,female,0
31986,38,male,3
41869,60,female,0
25655,34,female,1
3963,55,male,3
57766,53,female,0
28170,24,female,3
23945,17,male,1
989,34,male,3
27387,53,female,1
18123,60,male,1
19189,21,female,2
37241,57,male,3
36727,60,male,0
32223,11,male,3
8777,15,female,1
1855,47,female,0
9487,40,male,3
5543,15,male,3
35612,45,female,3
22897,53,male,2
5131,40,male,2
31560,28,female,1
16960,43,female,3
57425,39,female,0
56381,54,male,2
41897,42,female,1
56251,31,male,0
38699,31,male,3
42190,21,female,1
15208,33,female,0
16957,21,male,0
8644,30,male,0
46283,28,male,2
30501,27,male,3
25361,59,female,0
38818,21,female,1
6371,57,male,3
54360,44,male,1
36982,25,male,0
38224,43,male,0
53288,11,female,2
49620,37,female,3
13084,60,male,3
26975,38,male,1
58944,50,female,3
9001,46,female,3
38980,18,female,3
4110,53,female,0
31058,51,male,1
2774,54,female,3
45167,39,female,3
13463,16,male,3
4812,49,female,0
13186,57,female,3
10291,46,male,3
55542,29,female,3
19165,53,male,3
37265,13,male,3
6999,17,female,3
42587,45,male,1
20851,47,male,0
57414,10,male,1
21735,31,female,0
50492,42,male,3
48479,54,female,2
15611,15,female,3
35010,25,female,2
53074,15,female,3
18004,37,female,1
39922,19,female,3
2770,52,female,3
3109,49,male,2
25094,47,male,0
49023,24,male,1
34880,30,male,2
22045,25,male,3
55269,38,female,0
1531,35,female,2
8733,11,female,2
4765,38,male,2
54650,47,male,0
53827,23,male,1
48680,44,male,2
19137,40,female,0
5112,18,male,3
57113,34,male,1
12560,26,female,0
58733,48,female,3
27243,31,male,1
1716,35,male,1
9926,54,female,2
18359,44,male,3
56956,33,female,0
57843,25,female,3
28172,14,male,1
